,Sentences
382,Don't rely on the memory of another.
383,AN ACCOUNT WITH CROPS Every farmer should keep an account with each crop he raises and even with every field he cultivates.
384,Against the farm should be charged
385,What all the labor would cost if hired.
386,"Wear, tear and repair of old machinery."
387,"The cost of fodder, fuel, etc., consumed."
388,The farm should be credited with
389,The cost of everything produced and consumed on place.
390,"Increased value of property, if any."
391,"Such accounts you say will cause trouble; well, you cannot do anything of value without trouble."
392,The question is will the effort pay
393,"Those who keep such accounts say it does, and they are usually the successful, progressive farmers."
394,"WORKING MEN'S ACCOUNTS The working man, skilled or unskilled, and the working man's wife as well, should keep some form of cash book that will show from week to week the receipts and expenditures."
395,One can be thrifty without being miserly.
396,"Look at your book, where every cent expended has been set down, and you will be surprised to find how the little sums total up."
397,Look over the list of little things bought and you will be surprised to see how many were not needed.
398,Here is a simple form for a home record: Cash Received
399,Work for Mr. Brown....... Cash Paid
400,Newspaper bill........... Never lump what you receive or what you spend.
401,"Set down each item separately, even to one cent."
402,When you have filled out each page of received and paid foot it up and carry it to the next page set apart for the purpose.
403,An account book will cost but a few cents.
404,Use the left hand side for receipts and the right for expenditures.
405,At any time the excess of the left hand over the right should show the amount on hand.
406,Strike a balance at least once a month.
407,OTHER RECORDS Never mix up another's accounts with your own.
408,"John Smith, treasurer of some church, society, or club, is a different person before the law from John Smith, the trader or mechanic."
409,"Funds not your own, and which may be added to or decreased from time to time, as in the case of a society, say like the Odd Fellows, should be kept in the bank not as John Smith's but as the funds of John Smith, Treasurer of Washington Lodge Independent Order of Odd Fellows, or whatever the name of the society, club, or church may be."
410,"In the same way, a treasurer's book should be kept and all the receipts and expenditures carefully recorded."
411,"COPIES If a business proposition is made to another by mail, or if you hand another in writing your proposition as to a certain contract you are willing to undertake, for the consideration named, be sure to keep a copy of the letter or contract; such a precaution may save trouble."
412,CHAPTER VIII AS TO BANKS No instrument of trade has done so much or is more essential to the safe and progressive business of the world today than the bank.
413,"Every department of business, in our modern civilization, must keep in touch with the bank."
