,Sentences
4066,"_See also_ the following cases in which the Court found a tax to be an unconstitutional interference with the interstate commerce privilege: Tax on maintenance of office in Pennsylvania for use of stockholders, officers, employees, and agents of railroad not operating in Pennsylvania but a link in a line operating therein, Norfolk W.R. Co. _v._ Pennsylvania, U.S. ; license tax on sale of liquor as applied to a sale out of State by mail, Heyman _v._ Hays, U.S. ; tax on pipe lines transporting oil or gas produced in State but which might pass out of State, Eureka Pipe Line Co. _v._ Hallanan, U.S. ; United Fuel Gas Co. _v._ Hallanan, U.S. ; Kentucky tax on gasoline purchased in Illinois and used in an Illinois Kentucky ferry, Helson Randolph _v._ Kentucky, U.S. ; tax laid on privilege of operating a bus in interstate commerce because not imposed solely as compensation for use of highways or to defray expenses of regulating motor traffic, Interstate Transit, Inc. _v._ Lindsey, U.S. ; tax on gas pipe line whose only activity in State was the use of a thermometer and reduction of pressure to permit a vendee to draw off gas, State Tax Commission _v._ Interstate Natural Gas Co., U.S. but see East Ohio Gas Co. _v._ Tax Commission, U.S. ; gasoline tax imposed per gallon of gasoline imported by interstate carriers as fuel for use in their vehicles within the State as well as in their interstate travel, Bingaman _v._ Golden Eagle Western Lines, U.S. ."
4067,"_See also_, for reiteration of the basic rule that the commerce clause forbids States to tax the privilege of engaging in interstate commerce, Gwin, White Prince _v._ Henneford, U.S. ."
4068,"In California _v._ Thompson, U.S. , the Court, overruling Di Santo _v._ Pennsylvania, U.S. , sustained, as not a revenue measure, but a measure to safeguard the traveling public by motor vehicle, who are particularly unable to protect themselves against overreaching by those engaged in a business notoriously subject to abuses, a California statute requiring that agents for this type of transportation take out a license for both their interstate and their intrastate business."
4069,"_Cf._ Osborne _v._ Florida, U.S. , involving an express business; in Pullman Company _v._ Adams, U.S. ; and in Allen _v._ Pullman's Palace Car Co., U.S. ."
4070,Here State taxes levied on the local business of companies engaged also in interstate commerce were sustained on the assumption that the companies in question were free to abandon their local business.
4071,_See also_ Pullman Co. _v._ Kansas ex rel.
4072,"Coleman, U.S. ; Ludwig _v._ Western Union Teleg."
4073,"Co., U.S. ; Atchison, T. S.F.R."
4074,"_Cf._ Baltic Mining Co. _v._ Massachusetts, U.S. ; Kansas City Ry."
4075,"_v._ Kansas, U.S. ; and Kansas City, M. B.R."
4076,"In each of these a tax like that involved in Looney _v._ Crane was sustained, in the first two because the statute set a maximum limit to the tax; in the third because the amount collected under the act was held to be reasonable."
4077,The ideology of these decisions is clearly opposed to that of the cases treated in the text.
4078,The rule in Looney _v._ Crane Co. was held not applicable in the case of a West Virginia corporation doing business in Illinois and owning practically all of its property there.
4079,"An Illinois tax on the local business, which was measured by the total capitalization of the company was sustained, it being shown further that the tax was little more than it would have been if levied at the same rate directly on the property of the company that was in Illinois."
4080,"_See also_ Locomobile Co. of America _v._ Massachusetts, U.S. ; Cheney Brothers Co. _v._ Massachusetts, U.S. ; Union Pacific R.R."
4081,"_See also_ Bank of Augusta _v._ Earle, Pet."
4082,"_See_ Atlantic Lumber Co. _v._ Commissioner, U.S. ; Southern Natural Gas Corp. _v._ Alabama, U.S. ; Atlantic Refining Co. _v._ Virginia, U.S. ; Coverdale _v._ Arkansas Louisiana Pipe Line Co., U.S. ; Ford Motor Co. _v._ Beauchamp, U.S. ; Treasury of Indiana _v._ Wood Corp., U.S. ; Wheeling Steel Corp. _v._ Glander, U.S. ; _Cf._ however, James _v._ Dravo Contracting Co., U.S. ; Memphis Natural Gas Co. _v._ Stone, U.S. ."
4083,"Philadelphia S. Mail S.S. Co. _v._ Pennsylvania, U.S. ."
4084,"_See_ Railroad Co. _v._ Peniston, Wall."
4085,"Pullman's Palace Car Co. _v._ Pennsylvania, U.S. ."
4086,"_See_ Justice Holmes' language in Galveston, Harrisburg, S.A. Ry."
4087,"_See also_ Cudahy Packing Co. _v._ Minnesota U.S. ; and Pullman Co. _v._ Richardson, U.S. ; and Virginia _v._ Imperial Coal Sales Co., U.S. ."
4088,"Pullman's Palace Car Co. _v._ Pennsylvania, U.S. ."
4089,"Co. _v._ Backus, U.S. ; Cleveland, C.C."
4090,"Adams Express Co. _v._ Ohio, U.S. , upon rehearing U.S. ."
4091,"Great Northern Railway Co. _v._ Minnesota, U.S. ."
4092,"Nashville, C. St. L. Railway _v._ Browning, U.S. ."
4093,"citing Union Tank Line Co. _v._ Wright, U.S. ; Wallace _v._ Hines, U.S. ; Southern R. Co. _v._ Kentucky, U.S. ."
4094,"Atlantic Lumber Co. _v._ Commissioner, U.S. ."
4095,"_Cf._ Alpha Portland Cement Co. _v._ Massachusetts, U.S. ."
4096,"Citing Pickard _v._ Pullman Southern Car Co., U.S. ; Leloup _v._ Port of Mobile, U.S. ; Crutcher _v._ Kentucky, U.S. ; Philadelphia S. Mail Steamship Co. _v._ Pennsylvania, U.S. ."
4097,"Postal Telegraph Cable Co. _v._ Adams, U.S. ."
4098,"_See also_ Illinois Central R. Co. _v._ Minnesota, U.S. , in which was sustained a five percent gross earnings tax on all railroads operating in the State, payable in lieu of all other taxes and found to have a fair relation to the property employed in the State."
4099,New Jersey Bell Telephone Co. _v._ State Bd.
4100,"Bass, Ratcliff Gretton _v._ State Tax Com., U.S. ."
4101,"Matson Navigation Co. _v._ State Board, U.S. ."
4102,"_See also_ International Shoe Co. _v._ Shartel, U.S. ."
4103,"Ford Motor Co. _v._ Beauchamp, U.S. ."
4104,"International Harvester Co. _v._ Evatt, U.S. ."
4105,"Galveston, Harrisburg San Antonio R. Co. _v._ Texas, U.S. ."
4106,"_See also_ Interstate Oil Pipe Line Co. _v._ Stone, U.S. for an extensive review and evaluation of cases."
4107,"Illinois Central R. Co. _v._ Minnesota, U.S. ."
4108,_See also_ Wisconsin and Michigan Ry.
4109,"_v._ Powers, U.S. ; United States Express Co. _v._ Minnesota, U.S. ."
